token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
13162,CELEBRITY-EQ,CELEBRITY,,-1.000000,1,,NSE,1.000000
19795,CELLO-EQ,CELLO,,-1.000000,1,,NSE,5.000000
619,CENTENKA-EQ,CENTENKA,,-1.000000,1,,NSE,5.000000
11511,CENTEXT-EQ,CENTEXT,,-1.000000,1,,NSE,1.000000
14894,CENTRALBK-EQ,CENTRALBK,,-1.000000,1,,NSE,1.000000
2454,CENTRUM-EQ,CENTRUM,,-1.000000,1,,NSE,1.000000
14982,CENTUM-EQ,CENTUM,,-1.000000,1,,NSE,5.000000
13305,CENTURYPLY-EQ,CENTURYPLY,,-1.000000,1,,NSE,5.000000
625,CENTURYTEX-EQ,CENTURYTEX,,-1.000000,1,,NSE,5.000000
15039,CERA-EQ,CERA,,-1.000000,1,,NSE,5.000000
30012,CEREBRAINT-EQ,CEREBRAINT,,-1.000000,1,,NSE,1.000000
628,CESC-EQ,CESC,,-1.000000,1,,NSE,1.000000
20329,CGCL-EQ,CGCL,,-1.000000,1,,NSE,1.000000
760,CGPOWER-EQ,CGPOWER,,-1.000000,1,,NSE,5.000000
8546,CHALET-EQ,CHALET,,-1.000000,1,,NSE,5.000000
637,CHAMBLFERT-EQ,CHAMBLFERT,,-1.000000,1,,NSE,5.000000
14618,CHEMBOND-EQ,CHEMBOND,,-1.000000,1,,NSE,5.000000
270,CHEMCON-EQ,CHEMCON,,-1.000000,1,,NSE,5.000000
2799,CHEMFAB-EQ,CHEMFAB,,-1.000000,1,,NSE,5.000000
5449,CHEMPLASTS-EQ,CHEMPLASTS,,-1.000000,1,,NSE,5.000000
2049,CHENNPETRO-EQ,CHENNPETRO,,-1.000000,1,,NSE,5.000000
9879,CHEVIOT-EQ,CHEVIOT,,-1.000000,1,,NSE,5.000000
8866,CHOICEIN-EQ,CHOICEIN,,-1.000000,1,,NSE,5.000000
685,CHOLAFIN-EQ,CHOLAFIN,,-1.000000,1,,NSE,5.000000
21740,CHOLAHLDNG-EQ,CHOLAHLDNG,,-1.000000,1,,NSE,5.000000
14937,CIEINDIA-EQ,CIEINDIA,,-1.000000,1,,NSE,5.000000
5142,CIGNITITEC-EQ,CIGNITITEC,,-1.000000,1,,NSE,5.000000
27161,CINELINE-EQ,CINELINE,,-1.000000,1,,NSE,1.000000
8024,CINEVISTA-EQ,CINEVISTA,,-1.000000,1,,NSE,1.000000
694,CIPLA-EQ,CIPLA,,-1.000000,1,,NSE,5.000000
5049,CLEAN-EQ,CLEAN,,-1.000000,1,,NSE,5.000000
20223,CLEDUCATE-EQ,CLEDUCATE,,-1.000000,1,,NSE,1.000000
3482,CLSEL-EQ,CLSEL,,-1.000000,1,,NSE,1.000000
7603,CMSINFO-EQ,CMSINFO,,-1.000000,1,,NSE,5.000000
20374,COALINDIA-EQ,COALINDIA,,-1.000000,1,,NSE,5.000000
6006,COASTCORP-EQ,COASTCORP,,-1.000000,1,,NSE,5.000000
21508,COCHINSHIP-EQ,COCHINSHIP,,-1.000000,1,,NSE,5.000000
11165,COFFEEDAY-EQ,COFFEEDAY,,-1.000000,1,,NSE,1.000000
11543,COFORGE-EQ,COFORGE,,-1.000000,1,,NSE,5.000000
15141,COLPAL-EQ,COLPAL,,-1.000000,1,,NSE,5.000000
13198,COMMOIETF-EQ,COMMOIETF,,-1.000000,1,,NSE,1.000000
31138,COMPUSOFT-EQ,COMPUSOFT,,-1.000000,1,,NSE,1.000000
21578,COMSYN-EQ,COMSYN,,-1.000000,1,,NSE,1.000000
4749,CONCOR-EQ,CONCOR,,-1.000000,1,,NSE,5.000000
18060,CONCORDBIO-EQ,CONCORDBIO,,-1.000000,1,,NSE,5.000000
10238,CONFIPET-EQ,CONFIPET,,-1.000000,1,,NSE,1.000000
10512,CONS-EQ,CONS,,-1.000000,1,,NSE,1.000000
11731,CONSOFINVT-EQ,CONSOFINVT,,-1.000000,1,,NSE,1.000000
2435,CONSUMBEES-EQ,CONSUMBEES,,-1.000000,1,,NSE,1.000000
6446,CONSUMIETF-EQ,CONSUMIETF,,-1.000000,1,,NSE,1.000000
17477,CONTROLPR-EQ,CONTROLPR,,-1.000000,1,,NSE,5.000000
4007,CORALFINAC-EQ,CORALFINAC,,-1.000000,1,,NSE,1.000000
739,COROMANDEL-EQ,COROMANDEL,,-1.000000,1,,NSE,5.000000
742,COSMOFIRST-EQ,COSMOFIRST,,-1.000000,1,,NSE,5.000000
16986,COUNCODOS-EQ,COUNCODOS,,-1.000000,1,,NSE,1.000000
2328,CPSEETF-EQ,CPSEETF,,-1.000000,1,,NSE,1.000000
2854,CRAFTSMAN-EQ,CRAFTSMAN,,-1.000000,1,,NSE,5.000000
11155,CREATIVE-EQ,CREATIVE,,-1.000000,1,,NSE,5.000000
4421,CREDITACC-EQ,CREDITACC,,-1.000000,1,,NSE,5.000000
13900,CREST-EQ,CREST,,-1.000000,1,,NSE,5.000000
757,CRISIL-EQ,CRISIL,,-1.000000,1,,NSE,5.000000
17094,CROMPTON-EQ,CROMPTON,,-1.000000,1,,NSE,5.000000
14966,CSBBANK-EQ,CSBBANK,,-1.000000,1,,NSE,5.000000
10350,CSLFINANCE-EQ,CSLFINANCE,,-1.000000,1,,NSE,5.000000
5701,CUB-EQ,CUB,,-1.000000,1,,NSE,1.000000
1901,CUMMINSIND-EQ,CUMMINSIND,,-1.000000,1,,NSE,5.000000
11842,CYBERMEDIA-EQ,CYBERMEDIA,,-1.000000,1,,NSE,1.000000
6051,CYBERTECH-EQ,CYBERTECH,,-1.000000,1,,NSE,1.000000
5748,CYIENT-EQ,CYIENT,,-1.000000,1,,NSE,5.000000
17187,CYIENTDLM-EQ,CYIENTDLM,,-1.000000,1,,NSE,5.000000
772,DABUR-EQ,DABUR,,-1.000000,1,,NSE,5.000000
8075,DALBHARAT-EQ,DALBHARAT,,-1.000000,1,,NSE,5.000000
781,DALMIASUG-EQ,DALMIASUG,,-1.000000,1,,NSE,5.000000
17541,DAMODARIND-EQ,DAMODARIND,,-1.000000,1,,NSE,1.000000
1110,DANGEE-EQ,DANGEE,,-1.000000,1,,NSE,1.000000
11423,DATAMATICS-EQ,DATAMATICS,,-1.000000,1,,NSE,5.000000
7358,DATAPATTNS-EQ,DATAPATTNS,,-1.000000,1,,NSE,5.000000
21794,DAVANGERE-EQ,DAVANGERE,,-1.000000,1,,NSE,1.000000
17881,DBCORP-EQ,DBCORP,,-1.000000,1,,NSE,5.000000
18086,DBL-EQ,DBL,,-1.000000,1,,NSE,5.000000
10893,DBOL-EQ,DBOL,,-1.000000,1,,NSE,1.000000
18124,DBREALTY-EQ,DBREALTY,,-1.000000,1,,NSE,1.000000
31107,DBSTOCKBRO-EQ,DBSTOCKBRO,,-1.000000,1,,NSE,1.000000
21704,DCAL-EQ,DCAL,,-1.000000,1,,NSE,1.000000
13725,DCBBANK-EQ,DCBBANK,,-1.000000,1,,NSE,1.000000
805,DCM-EQ,DCM,,-1.000000,1,,NSE,1.000000
4775,DCMFINSERV-EQ,DCMFINSERV,,-1.000000,1,,NSE,1.000000
811,DCMSHRIRAM-EQ,DCMSHRIRAM,,-1.000000,1,,NSE,5.000000
7325,DCMSRIND-EQ,DCMSRIND,,-1.000000,1,,NSE,1.000000
817,DCW-EQ,DCW,,-1.000000,1,,NSE,1.000000
14838,DECCANCE-EQ,DECCANCE,,-1.000000,1,,NSE,5.000000
24154,DEEDEV-EQ,DEEDEV,,-1.000000,1,,NSE,5.000000
827,DEEPAKFERT-EQ,DEEPAKFERT,,-1.000000,1,,NSE,5.000000
19943,DEEPAKNTR-EQ,DEEPAKNTR,,-1.000000,1,,NSE,5.000000
18244,DEEPENR-EQ,DEEPENR,,-1.000000,1,,NSE,1.000000
3292,DEEPINDS-EQ,DEEPINDS,,-1.000000,1,,NSE,5.000000
9599,DELHIVERY-EQ,DELHIVERY,,-1.000000,1,,NSE,5.000000
15044,DELTACORP-EQ,DELTACORP,,-1.000000,1,,NSE,1.000000
1214,DELTAMAGNT-EQ,DELTAMAGNT,,-1.000000,1,,NSE,1.000000
17722,DEN-EQ,DEN,,-1.000000,1,,NSE,1.000000
4279,DENORA-EQ,DENORA,,-1.000000,1,,NSE,5.000000
8146,DEVIT-EQ,DEVIT,,-1.000000,1,,NSE,1.000000
5373,DEVYANI-EQ,DEVYANI,,-1.000000,1,,NSE,1.000000
857,DHAMPURSUG-EQ,DHAMPURSUG,,-1.000000,1,,NSE,1.000000
11359,DHANBANK-EQ,DHANBANK,,-1.000000,1,,NSE,1.000000
15384,DHANI-EQ,DHANI,,-1.000000,1,,NSE,1.000000
24409,DHANUKA-EQ,DHANUKA,,-1.000000,1,,NSE,5.000000
13001,DHARMAJ-EQ,DHARMAJ,,-1.000000,1,,NSE,5.000000
22233,DHUNINV-EQ,DHUNINV,,-1.000000,1,,NSE,5.000000
18644,DIAMINESQ-EQ,DIAMINESQ,,-1.000000,1,,NSE,5.000000
21840,DIAMONDYD-EQ,DIAMONDYD,,-1.000000,1,,NSE,5.000000
703,DICIND-EQ,DICIND,,-1.000000,1,,NSE,5.000000
8657,DIL-EQ,DIL,,-1.000000,1,,NSE,1.000000
14537,DISHTV-EQ,DISHTV,,-1.000000,1,,NSE,1.000000
14479,DIVGIITTS-EQ,DIVGIITTS,,-1.000000,1,,NSE,5.000000
10940,DIVISLAB-EQ,DIVISLAB,,-1.000000,1,,NSE,5.000000
2636,DIVOPPBEES-EQ,DIVOPPBEES,,-1.000000,1,,NSE,1.000000
21690,DIXON-EQ,DIXON,,-1.000000,1,,NSE,5.000000
14732,DLF-EQ,DLF,,-1.000000,1,,NSE,5.000000
17851,DLINKINDIA-EQ,DLINKINDIA,,-1.000000,1,,NSE,5.000000
19913,DMART-EQ,DMART,,-1.000000,1,,NSE,5.000000
6973,DMCC-EQ,DMCC,,-1.000000,1,,NSE,5.000000
641,DNAMEDIA-EQ,DNAMEDIA,,-1.000000,1,,NSE,1.000000
4822,DODLA-EQ,DODLA,,-1.000000,1,,NSE,5.000000
12124,DOLATALGO-EQ,DOLATALGO,,-1.000000,1,,NSE,1.000000
20560,DOLLAR-EQ,DOLLAR,,-1.000000,1,,NSE,5.000000
20551,DOMS-EQ,DOMS,,-1.000000,1,,NSE,5.000000
13839,DONEAR-EQ,DONEAR,,-1.000000,1,,NSE,1.000000
936,DPABHUSHAN-EQ,DPABHUSHAN,,-1.000000,1,,NSE,5.000000
15419,DPSCLTD-EQ,DPSCLTD,,-1.000000,1,,NSE,1.000000
16900,DPWIRES-EQ,DPWIRES,,-1.000000,1,,NSE,5.000000
10859,DREAMFOLKS-EQ,DREAMFOLKS,,-1.000000,1,,NSE,5.000000
881,DRREDDY-EQ,DRREDDY,,-1.000000,1,,NSE,5.000000
25690,DSSL-EQ,DSSL,,-1.000000,1,,NSE,5.000000
6227,DTIL-EQ,DTIL,,-1.000000,1,,NSE,1.000000
28952,DUCON-EQ,DUCON,,-1.000000,1,,NSE,1.000000
15214,DVL-EQ,DVL,,-1.000000,1,,NSE,5.000000
11667,DWARKESH-EQ,DWARKESH,,-1.000000,1,,NSE,1.000000
10417,DYCL-EQ,DYCL,,-1.000000,1,,NSE,5.000000
4525,DYNAMATECH-EQ,DYNAMATECH,,-1.000000,1,,NSE,5.000000
2792,EASEMYTRIP-EQ,EASEMYTRIP,,-1.000000,1,,NSE,1.000000
22243,EBBETF0425-EQ,EBBETF0425,,-1.000000,1,,NSE,1.000000
16253,EBBETF0430-EQ,EBBETF0430,,-1.000000,1,,NSE,1.000000
22239,EBBETF0431-EQ,EBBETF0431,,-1.000000,1,,NSE,1.000000
13139,EBBETF0433-EQ,EBBETF0433,,-1.000000,1,,NSE,1.000000
15179,ECLERX-EQ,ECLERX,,-1.000000,1,,NSE,5.000000
15119,EDELWEISS-EQ,EDELWEISS,,-1.000000,1,,NSE,1.000000
19933,EGOLD-EQ,EGOLD,,-1.000000,1,,NSE,5.000000
910,EICHERMOT-EQ,EICHERMOT,,-1.000000,1,,NSE,5.000000
916,EIDPARRY-EQ,EIDPARRY,,-1.000000,1,,NSE,5.000000
6040,EIFFL-EQ,EIFFL,,-1.000000,1,,NSE,1.000000
15399,EIHAHOTELS-EQ,EIHAHOTELS,,-1.000000,1,,NSE,5.000000
919,EIHOTEL-EQ,EIHOTEL,,-1.000000,1,,NSE,5.000000
13091,EKC-EQ,EKC,,-1.000000,1,,NSE,1.000000
8953,ELDEHSG-EQ,ELDEHSG,,-1.000000,1,,NSE,5.000000
13643,ELECON-EQ,ELECON,,-1.000000,1,,NSE,5.000000
928,ELECTCAST-EQ,ELECTCAST,,-1.000000,1,,NSE,1.000000
937,ELGIEQUIP-EQ,ELGIEQUIP,,-1.000000,1,,NSE,5.000000
13423,ELIN-EQ,ELIN,,-1.000000,1,,NSE,1.000000
13517,EMAMILTD-EQ,EMAMILTD,,-1.000000,1,,NSE,5.000000
10074,EMAMIPAP-EQ,EMAMIPAP,,-1.000000,1,,NSE,1.000000
19277,EMAMIREAL-EQ,EMAMIREAL,,-1.000000,1,,NSE,1.000000
14450,EMBDL-EQ,EMBDL,,-1.000000,1,,NSE,1.000000
24398,EMCURE-EQ,EMCURE,,-1.000000,1,,NSE,5.000000
11530,EMIL-EQ,EMIL,,-1.000000,1,,NSE,1.000000
18142,EMMBI-EQ,EMMBI,,-1.000000,1,,NSE,1.000000
18593,EMSLIMITED-EQ,EMSLIMITED,,-1.000000,1,,NSE,5.000000
9756,EMUDHRA-EQ,EMUDHRA,,-1.000000,1,,NSE,5.000000
18822,ENDURANCE-EQ,ENDURANCE,,-1.000000,1,,NSE,5.000000
15049,ENERGYDEV-EQ,ENERGYDEV,,-1.000000,1,,NSE,1.000000
4907,ENGINERSIN-EQ,ENGINERSIN,,-1.000000,1,,NSE,5.000000
13192,ENIL-EQ,ENIL,,-1.000000,1,,NSE,5.000000
22717,ENTERO-EQ,ENTERO,,-1.000000,1,,NSE,5.000000
22463,EPACK-EQ,EPACK,,-1.000000,1,,NSE,5.000000
5382,EPIGRAL-EQ,EPIGRAL,,-1.000000,1,,NSE,5.000000
981,EPL-EQ,EPL,,-1.000000,1,,NSE,1.000000
6606,EQUAL50ADD-EQ,EQUAL50ADD,,-1.000000,1,,NSE,1.000000
913,EQUITASBNK-EQ,EQUITASBNK,,-1.000000,1,,NSE,1.000000
21154,ERIS-EQ,ERIS,,-1.000000,1,,NSE,5.000000
20080,EROSMEDIA-EQ,EROSMEDIA,,-1.000000,1,,NSE,1.000000
955,ESABINDIA-EQ,ESABINDIA,,-1.000000,1,,NSE,5.000000
19878,ESAFSFB-EQ,ESAFSFB,,-1.000000,1,,NSE,1.000000
958,ESCORTS-EQ,ESCORTS,,-1.000000,1,,NSE,5.000000
1200,ESG-EQ,ESG,,-1.000000,1,,NSE,1.000000
20257,ESILVER-EQ,ESILVER,,-1.000000,1,,NSE,1.000000
24265,ESTER-EQ,ESTER,,-1.000000,1,,NSE,1.000000
9750,ETHOSLTD-EQ,ETHOSLTD,,-1.000000,1,,NSE,5.000000
999,EUROTEXIND-EQ,EUROTEXIND,,-1.000000,1,,NSE,1.000000
11782,EVEREADY-EQ,EVEREADY,,-1.000000,1,,NSE,5.000000
993,EVERESTIND-EQ,EVERESTIND,,-1.000000,1,,NSE,5.000000
24461,EVINDIA-EQ,EVINDIA,,-1.000000,1,,NSE,1.000000
11471,EXCELINDUS-EQ,EXCELINDUS,,-1.000000,1,,NSE,5.000000
676,EXIDEIND-EQ,EXIDEIND,,-1.000000,1,,NSE,5.000000
17486,EXPLEOSOL-EQ,EXPLEOSOL,,-1.000000,1,,NSE,5.000000
5352,EXXARO-EQ,EXXARO,,-1.000000,1,,NSE,1.000000
1008,FACT-EQ,FACT,,-1.000000,1,,NSE,5.000000
1614,FAIRCHEMOR-EQ,FAIRCHEMOR,,-1.000000,1,,NSE,5.000000
12000,FAZE3Q-EQ,FAZE3Q,,-1.000000,1,,NSE,5.000000
6198,FCL-EQ,FCL,,-1.000000,1,,NSE,5.000000
11999,FCSSOFT-EQ,FCSSOFT,,-1.000000,1,,NSE,1.000000
4898,FDC-EQ,FDC,,-1.000000,1,,NSE,5.000000
1023,FEDERALBNK-EQ,FEDERALBNK,,-1.000000,1,,NSE,1.000000
20322,FEDFINA-EQ,FEDFINA,,-1.000000,1,,NSE,1.000000
13710,FIEMIND-EQ,FIEMIND,,-1.000000,1,,NSE,5.000000
24532,FILATEX-EQ,FILATEX,,-1.000000,1,,NSE,1.000000
23647,FILATFASH-EQ,FILATFASH,,-1.000000,1,,NSE,1.000000
1038,FINCABLES-EQ,FINCABLES,,-1.000000,1,,NSE,5.000000
3744,FINEORG-EQ,FINEORG,,-1.000000,1,,NSE,5.000000
12578,FINIETF-EQ,FINIETF,,-1.000000,1,,NSE,1.000000
6579,FINOPB-EQ,FINOPB,,-1.000000,1,,NSE,5.000000
1041,FINPIPE-EQ,FINPIPE,,-1.000000,1,,NSE,5.000000
12032,FIVESTAR-EQ,FIVESTAR,,-1.000000,1,,NSE,5.000000
20372,FLAIR-EQ,FLAIR,,-1.000000,1,,NSE,5.000000
13750,FLUOROCHEM-EQ,FLUOROCHEM,,-1.000000,1,,NSE,5.000000
5306,FMCGIETF-EQ,FMCGIETF,,-1.000000,1,,NSE,1.000000
1190,FMGOETZE-EQ,FMGOETZE,,-1.000000,1,,NSE,5.000000
21017,FMNL-EQ,FMNL,,-1.000000,1,,NSE,1.000000
6836,FOCUS-EQ,FOCUS,,-1.000000,1,,NSE,1.000000
6673,FOODSIN-EQ,FOODSIN,,-1.000000,1,,NSE,1.000000
11573,FORCEMOT-EQ,FORCEMOT,,-1.000000,1,,NSE,5.000000
14592,FORTIS-EQ,FORTIS,,-1.000000,1,,NSE,5.000000
1073,FOSECOIND-EQ,FOSECOIND,,-1.000000,1,,NSE,5.000000
14304,FSL-EQ,FSL,,-1.000000,1,,NSE,5.000000
11932,FUSION-EQ,FUSION,,-1.000000,1,,NSE,5.000000
12842,G1NSETEST-EQ,G1NSETEST,,-1.000000,1,,NSE,5.000000
1085,GABRIEL-EQ,GABRIEL,,-1.000000,1,,NSE,5.000000
8828,GAEL-EQ,GAEL,,-1.000000,1,,NSE,1.000000
4717,GAIL-EQ,GAIL,,-1.000000,1,,NSE,1.000000
1315,GALAXYSURF-EQ,GALAXYSURF,,-1.000000,1,,NSE,5.000000
20303,GANDHAR-EQ,GANDHAR,,-1.000000,1,,NSE,1.000000
14116,GANDHITUBE-EQ,GANDHITUBE,,-1.000000,1,,NSE,5.000000
6944,GANECOS-EQ,GANECOS,,-1.000000,1,,NSE,5.000000
5614,GANESHBE-EQ,GANESHBE,,-1.000000,1,,NSE,1.000000
14339,GANESHHOUC-EQ,GANESHHOUC,,-1.000000,1,,NSE,5.000000
21399,GANGESSECU-EQ,GANGESSECU,,-1.000000,1,,NSE,1.000000
1100,GARFIBRES-EQ,GARFIBRES,,-1.000000,1,,NSE,5.000000
17888,GATECH-EQ,GATECH,,-1.000000,1,,NSE,1.000000
8510,GATEWAY-EQ,GATEWAY,,-1.000000,1,,NSE,1.000000
13658,GEECEE-EQ,GEECEE,,-1.000000,1,,NSE,5.000000
17922,GEEKAYWIRE-EQ,GEEKAYWIRE,,-1.000000,1,,NSE,1.000000
10905,GENESYS-EQ,GENESYS,,-1.000000,1,,NSE,5.000000
17010,GENSOL-EQ,GENSOL,,-1.000000,1,,NSE,5.000000
6600,GENUSPAPER-EQ,GENUSPAPER,,-1.000000,1,,NSE,1.000000
11905,GENUSPOWER-EQ,GENUSPOWER,,-1.000000,1,,NSE,5.000000
11896,GEOJITFSL-EQ,GEOJITFSL,,-1.000000,1,,NSE,1.000000
13776,GESHIP-EQ,GESHIP,,-1.000000,1,,NSE,5.000000
1289,GFLLIMITED-EQ,GFLLIMITED,,-1.000000,1,,NSE,1.000000
1127,GHCL-EQ,GHCL,,-1.000000,1,,NSE,5.000000
16696,GHCLTEXTIL-EQ,GHCLTEXTIL,,-1.000000,1,,NSE,1.000000
1139,GICHSGFIN-EQ,GICHSGFIN,,-1.000000,1,,NSE,5.000000
277,GICRE-EQ,GICRE,,-1.000000,1,,NSE,5.000000
17839,GILLANDERS-EQ,GILLANDERS,,-1.000000,1,,NSE,1.000000
1576,GILLETTE-EQ,GILLETTE,,-1.000000,1,,NSE,5.000000
3172,GILT5YBEES-EQ,GILT5YBEES,,-1.000000,1,,NSE,1.000000
1142,GINNIFILA-EQ,GINNIFILA,,-1.000000,1,,NSE,1.000000
1145,GIPCL-EQ,GIPCL,,-1.000000,1,,NSE,1.000000
17357,GKWLIMITED-EQ,GKWLIMITED,,-1.000000,1,,NSE,5.000000
1186,GLAND-EQ,GLAND,,-1.000000,1,,NSE,5.000000
1153,GLAXO-EQ,GLAXO,,-1.000000,1,,NSE,5.000000
7406,GLENMARK-EQ,GLENMARK,,-1.000000,1,,NSE,5.000000
1415,GLOBAL-EQ,GLOBAL,,-1.000000,1,,NSE,1.000000
17424,GLOBUSSPR-EQ,GLOBUSSPR,,-1.000000,1,,NSE,5.000000
23590,GLOSTERLTD-EQ,GLOSTERLTD,,-1.000000,1,,NSE,5.000000
5265,GLS-EQ,GLS,,-1.000000,1,,NSE,5.000000
1168,GMBREW-EQ,GMBREW,,-1.000000,1,,NSE,5.000000
5204,GMDCLTD-EQ,GMDCLTD,,-1.000000,1,,NSE,5.000000
1570,GMMPFAUDLR-EQ,GMMPFAUDLR,,-1.000000,1,,NSE,5.000000
13528,GMRINFRA-EQ,GMRINFRA,,-1.000000,1,,NSE,1.000000
8529,GMRP&UI-EQ,GMRP&UI,,-1.000000,1,,NSE,1.000000
18571,GNA-EQ,GNA,,-1.000000,1,,NSE,5.000000
1174,GNFC-EQ,GNFC,,-1.000000,1,,NSE,5.000000
14687,GOACARBON-EQ,GOACARBON,,-1.000000,1,,NSE,5.000000
3963,GOCLCORP-EQ,GOCLCORP,,-1.000000,1,,NSE,5.000000
6964,GOCOLORS-EQ,GOCOLORS,,-1.000000,1,,NSE,5.000000
1181,GODFRYPHLP-EQ,GODFRYPHLP,,-1.000000,1,,NSE,5.000000
23799,GODIGIT-EQ,GODIGIT,,-1.000000,1,,NSE,5.000000
144,GODREJAGRO-EQ,GODREJAGRO,,-1.000000,1,,NSE,5.000000
10099,GODREJCP-EQ,GODREJCP,,-1.000000,1,,NSE,5.000000
10925,GODREJIND-EQ,GODREJIND,,-1.000000,1,,NSE,5.000000
17875,GODREJPROP-EQ,GODREJPROP,,-1.000000,1,,NSE,5.000000
11778,GOKEX-EQ,GOKEX,,-1.000000,1,,NSE,5.000000
16705,GOKUL-EQ,GOKUL,,-1.000000,1,,NSE,1.000000
14480,GOKULAGRO-EQ,GOKULAGRO,,-1.000000,1,,NSE,1.000000
14858,GOLD1-EQ,GOLD1,,-1.000000,1,,NSE,1.000000
14428,GOLDBEES-EQ,GOLDBEES,,-1.000000,1,,NSE,1.000000
22901,GOLDCASE-EQ,GOLDCASE,,-1.000000,1,,NSE,1.000000
14286,GOLDETF-EQ,GOLDETF,,-1.000000,1,,NSE,1.000000
15356,GOLDETFADD-EQ,GOLDETFADD,,-1.000000,1,,NSE,1.000000
11971,GOLDIAM-EQ,GOLDIAM,,-1.000000,1,,NSE,1.000000
19679,GOLDIETF-EQ,GOLDIETF,,-1.000000,1,,NSE,1.000000
14535,GOLDSHARE-EQ,GOLDSHARE,,-1.000000,1,,NSE,5.000000
9874,GOLDTECH-EQ,GOLDTECH,,-1.000000,1,,NSE,1.000000
6125,GOODLUCK-EQ,GOODLUCK,,-1.000000,1,,NSE,5.000000
23066,GOPAL-EQ,GOPAL,,-1.000000,1,,NSE,5.000000
11787,GOYALALUM-EQ,GOYALALUM,,-1.000000,1,,NSE,1.000000
13409,GPIL-EQ,GPIL,,-1.000000,1,,NSE,5.000000
19731,GPPL-EQ,GPPL,,-1.000000,1,,NSE,1.000000
22846,GPTHEALTH-EQ,GPTHEALTH,,-1.000000,1,,NSE,1.000000
17685,GPTINFRA-EQ,GPTINFRA,,-1.000000,1,,NSE,1.000000
11872,GRANULES-EQ,GRANULES,,-1.000000,1,,NSE,5.000000
592,GRAPHITE-EQ,GRAPHITE,,-1.000000,1,,NSE,5.000000
1232,GRASIM-EQ,GRASIM,,-1.000000,1,,NSE,5.000000
20534,GRAVITA-EQ,GRAVITA,,-1.000000,1,,NSE,5.000000
1235,GREAVESCOT-EQ,GREAVESCOT,,-1.000000,1,,NSE,1.000000
6848,GREENLAM-EQ,GREENLAM,,-1.000000,1,,NSE,5.000000
13810,GREENPANEL-EQ,GREENPANEL,,-1.000000,1,,NSE,5.000000
3987,GREENPLY-EQ,GREENPLY,,-1.000000,1,,NSE,5.000000
20110,GREENPOWER-EQ,GREENPOWER,,-1.000000,1,,NSE,1.000000
13560,GRINDWELL-EQ,GRINDWELL,,-1.000000,1,,NSE,5.000000
5054,GRINFRA-EQ,GRINFRA,,-1.000000,1,,NSE,5.000000
10871,GRMOVER-EQ,GRMOVER,,-1.000000,1,,NSE,1.000000
17770,GROBTEA-EQ,GROBTEA,,-1.000000,1,,NSE,5.000000
5475,GRSE-EQ,GRSE,,-1.000000,1,,NSE,5.000000
7982,GRWRHITECH-EQ,GRWRHITECH,,-1.000000,1,,NSE,5.000000
13143,GSEC10IETF-EQ,GSEC10IETF,,-1.000000,1,,NSE,1.000000
14938,GSEC10YEAR-EQ,GSEC10YEAR,,-1.000000,1,,NSE,1.000000
8342,GSEC5IETF-EQ,GSEC5IETF,,-1.000000,1,,NSE,1.000000
1247,GSFC-EQ,GSFC,,-1.000000,1,,NSE,1.000000
14599,GSLSU-EQ,GSLSU,,-1.000000,1,,NSE,1.000000
13197,GSPL-EQ,GSPL,,-1.000000,1,,NSE,5.000000
1162,GTL-EQ,GTL,,-1.000000,1,,NSE,1.000000
13745,GTLINFRA-EQ,GTLINFRA,,-1.000000,1,,NSE,1.000000
21195,GTPL-EQ,GTPL,,-1.000000,1,,NSE,1.000000
11606,GUFICBIO-EQ,GUFICBIO,,-1.000000,1,,NSE,5.000000
1267,GUJALKALI-EQ,GUJALKALI,,-1.000000,1,,NSE,5.000000
14677,GUJAPOLLO-EQ,GUJAPOLLO,,-1.000000,1,,NSE,5.000000
10599,GUJGASLTD-EQ,GUJGASLTD,,-1.000000,1,,NSE,5.000000
4548,GUJRAFFIA-EQ,GUJRAFFIA,,-1.000000,1,,NSE,1.000000
4391,GULFOILLUB-EQ,GULFOILLUB,,-1.000000,1,,NSE,5.000000
11581,GULFPETRO-EQ,GULFPETRO,,-1.000000,1,,NSE,1.000000
6286,GULPOLY-EQ,GULPOLY,,-1.000000,1,,NSE,1.000000
10865,GVPTECH-EQ,GVPTECH,,-1.000000,1,,NSE,1.000000
2303,HAL-EQ,HAL,,-1.000000,1,,NSE,5.000000
48,HAPPSTMNDS-EQ,HAPPSTMNDS,,-1.000000,1,,NSE,5.000000
20854,HAPPYFORGE-EQ,HAPPYFORGE,,-1.000000,1,,NSE,5.000000
8962,HARDWYN-EQ,HARDWYN,,-1.000000,1,,NSE,1.000000
8968,HARIOMPIPE-EQ,HARIOMPIPE,,-1.000000,1,,NSE,5.000000
1313,HARRMALAYA-EQ,HARRMALAYA,,-1.000000,1,,NSE,5.000000
11162,HARSHA-EQ,HARSHA,,-1.000000,1,,NSE,5.000000
18154,HATHWAY-EQ,HATHWAY,,-1.000000,1,,NSE,1.000000
3892,HATSUN-EQ,HATSUN,,-1.000000,1,,NSE,5.000000
9819,HAVELLS-EQ,HAVELLS,,-1.000000,1,,NSE,5.000000
7457,HAVISHA-EQ,HAVISHA,,-1.000000,1,,NSE,1.000000
13966,HBLPOWER-EQ,HBLPOWER,,-1.000000,1,,NSE,5.000000
